# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5514)
MYL12B	unnamed (+67440)
MYL9	unnamed (-212149)
MYLK3	unnamed (-95)
MYO15B	unnamed (-34799)
MYO16	unnamed (+526200), unnamed (+614378), unnamed (+627872), unnamed (+645173), unnamed (+880964)
MYO1B	unnamed (+415495)
MYO1G	unnamed (-20799)
MYO3A	unnamed (-239887), unnamed (-229822)
MYO7A	unnamed (+42030)
MYOCD	unnamed (-470366)
MYOF	unnamed (+36551), unnamed (+300782)
MYOM2	unnamed (+41538)
MYOM3	unnamed (+15444)
MYOT	unnamed (-106966)
MYOZ3	unnamed (-23161)
MYRF	unnamed (-55379)
MYT1	unnamed (-38037)
MYT1L	unnamed (-849928), unnamed (-778991), unnamed (-449963), unnamed (-419182), unnamed (-31141), unnamed (+94784), unnamed (+485032)
MZF1	unnamed (-33962), unnamed (-13055), unnamed (+3956), unnamed (+9532)
MZT2A	unnamed (-310933)
NAALAD2	unnamed (+44771)
NAB1	unnamed (+69768)
NABP1	unnamed (-17648)
NAMPT	unnamed (-346293)
NANOG	unnamed (+36543)
NANOS1	unnamed (-69315)
NANOS3	unnamed (-22589)
NAP1L1	unnamed (-235652)
NAP1L3	unnamed (+385726)
NAP1L5	unnamed (+44784)
NAPA	unnamed (-55)
NAT8L	unnamed (+36539)
NAV1	unnamed (+47000)
NAV2	unnamed (-436516), unnamed (-343096), unnamed (-293878), unnamed (-187680), unnamed (+318319), unnamed (+337123)
NBAS	unnamed (+814904)
NBEAL2	unnamed (-2706)
NBPF1	unnamed (-29768), unnamed (+46461), unnamed (+63073)
NBPF6	unnamed (+53094), unnamed (+141530)
NBPF9	unnamed (+155631)
NCALD	unnamed (+501056)
NCAM2	unnamed (+44369)
NCAPG2	unnamed (+109540)
NCF4	unnamed (+12895)
NCK2	unnamed (+191894)
NCKAP5	unnamed (-319566)
NCMAP	unnamed (+44657), unnamed (+49814)
NCOA3	unnamed (-117587), unnamed (-248), unnamed (+136462)
NCOA5	unnamed (+60431)
NCOA7	unnamed (+76999)
NCOR2	unnamed (-5680), unnamed (+13900)
NDFIP1	unnamed (+128395)
NDFIP2	unnamed (-25592)
NDOR1	unnamed (-4801)
NDRG1	unnamed (-235493), unnamed (-111362), unnamed (-58945)
NDST1	unnamed (-33708)
NDUFA10	unnamed (+159155), unnamed (+173300), unnamed (+317964)
NDUFA3	unnamed (+7002)
NDUFA4	unnamed (-76), unnamed (+65345)
NDUFB4	unnamed (-124477)
NDUFS4	unnamed (+713411)
NDUFV2	unnamed (-380693)
NECAB2	unnamed (+45519)
NECAP2	unnamed (+109678), unnamed (+126290)
NECTIN1	unnamed (-235777), unnamed (-178391), unnamed (-116861)
NECTIN3	unnamed (+43674), unnamed (+250281), unnamed (+407242)
NEDD9	unnamed (-258956), unnamed (-193004), unnamed (-111691), unnamed (-9227)
NEIL3	unnamed (-82166)
NEK2	unnamed (+74356)
NEK3	unnamed (-51613)
NEK6	unnamed (-179118), unnamed (-178658), unnamed (-129550), unnamed (+39643), unnamed (+51983)
NEK7	unnamed (-49654), unnamed (+55019)
NEMP2	unnamed (+38064)
NETO1	unnamed (+192236)
NEURL1	unnamed (+86086)
NEURL3	unnamed (-1426)
NEUROD2	unnamed (+122101)
NEXN	unnamed (-26975)
NFATC1	unnamed (-195484)
NFATC2	unnamed (-108137)
NFE2L2	unnamed (-60403)
NFE2L3	unnamed (-49856), unnamed (-33212)
NFIC	unnamed (-80914)
NFIL3	unnamed (-287834)
NFKB1	unnamed (+204394)
NFKBIB	unnamed (-229)
NFKBIZ	unnamed (-6722), unnamed (-116)
NFRKB	unnamed (+31090), unnamed (+43287)
NFXL1	unnamed (-12328)
NFYA	unnamed (+38249)
NGEF	unnamed (+18017)
NGF	unnamed (-207868), unnamed (-88247)
NHLRC2	unnamed (+128570)
NHLRC3	unnamed (+524144)
NHSL1	unnamed (-73916), unnamed (+16687)
NICN1	unnamed (-32448)
NID2	unnamed (+54687)
NINJ2	unnamed (+20824)
NIPAL1	unnamed (+111013)
NIPBL	unnamed (-238451)
NKAIN1	unnamed (+68557)
NKTR	unnamed (+89)
NKX6-2	unnamed (-77813), unnamed (-36206)
NLGN4X	unnamed (-304106)
NLN	unnamed (+139856)
NMBR	unnamed (+500839)
NME7	unnamed (+254174)
NMNAT1	unnamed (+15281)
NMNAT2	unnamed (+136718), unnamed (+139114), unnamed (+146115)
NOBOX	unnamed (-6108)
NOC4L	unnamed (+80501), unnamed (+98777), unnamed (+155327), unnamed (+172623)
NOCT	unnamed (-451651), unnamed (-139749), unnamed (-139362)
NOL10	unnamed (+171543)
NOL4	unnamed (+414074), unnamed (+532575)
NOMO3	unnamed (+6748)
NOS1AP	unnamed (+181876)
NOTCH1	unnamed (-61034), unnamed (+17381)
NOTCH2	unnamed (-64377)
NOV	unnamed (-198020)
NPAS2	unnamed (+83905)
NPBWR2	unnamed (-19266)
NPC2	unnamed (+54792)
NPEPL1	unnamed (+2653)
NPEPPS	unnamed (-38439), unnamed (-18641)
NPFFR2	unnamed (+368029)
NPHP3	unnamed (-82795), unnamed (-82338)
NPHP4	unnamed (-29204), unnamed (+587791)
NPIPA5	unnamed (+220488)
NPIPA8	unnamed (+827372), unnamed (+853337)
NPIPB11	unnamed (+100547)
NPIPB3	unnamed (-107334), unnamed (-106858)
NPPB	unnamed (-49435)
NPS	unnamed (-601865), unnamed (-601202), unnamed (-186433)
NPTN	unnamed (-944)
NPTX1	unnamed (-21404)
NPTX2	unnamed (+248298)
NPVF	unnamed (-890542), unnamed (-873898)
NPY	unnamed (-137758)
NR1D2	unnamed (+791), unnamed (+186285), unnamed (+527256)
NR2C1	unnamed (-10408)
NR2E3	unnamed (-610899)
NR2F2	unnamed (-207518), unnamed (+10488)
NR3C1	unnamed (+536484)
NR3C2	unnamed (-352958), unnamed (-339968), unnamed (+259631)
NR4A2	unnamed (-50697)
NR4A3	unnamed (-104)
NR5A1	unnamed (-151928)
NR5A2	unnamed (+20696), unnamed (+303490)
NR6A1	unnamed (+111919)
NRARP	unnamed (-27421), unnamed (-26825), unnamed (-26183), unnamed (+4437)
NRBP2	unnamed (-9454)
NRG1	unnamed (-524190)
NRG3	unnamed (-401226)
NRGN	unnamed (+7585)
NRIP1	unnamed (-484981), unnamed (+174571)
NRK	unnamed (-120981)
NRM	unnamed (-15291)
NRN1L	unnamed (-1465)
NRROS	unnamed (+55074)
NRSN1	unnamed (+187432)
NSD1	unnamed (-35550)
NSMCE3	unnamed (+354594)
NT5C2	unnamed (-45915), unnamed (-23381)
NT5DC3	unnamed (+61108)
NT5E	unnamed (+40768)
NTM	unnamed (+214144), unnamed (+558296)
NTMT1	unnamed (-337907), unnamed (-307645)
NTNG1	unnamed (+108266)
NTRK2	unnamed (+931298)
NUAK1	unnamed (+58274), unnamed (+106525)
NUAK2	unnamed (+30), unnamed (+20332), unnamed (+23187)
NUBPL	unnamed (+386821)
NUCKS1	unnamed (+509)
NUDT1	unnamed (+67819)
NUF2	unnamed (+328549), unnamed (+532420), unnamed (+548448)
NUFIP1	unnamed (+173531), unnamed (+275206)
NUP43	unnamed (-3687)
NUP93	unnamed (+84806)
NUPR2	unnamed (-695555)
NWD1	unnamed (+103393)
NXNL2	unnamed (-339), unnamed (+210738)
NXPE2	unnamed (+469591)
NXPE3	unnamed (+63350)
NXPH1	unnamed (+326669)
NXPH4	unnamed (-24929)
OAT	unnamed (+191782)
OAZ2	unnamed (-136)
OBP2B	unnamed (-29602), unnamed (+40018)
OBSL1	unnamed (+12604)
ODC1	unnamed (-69920), unnamed (+14977)
OGDH	unnamed (+18)
OGDHL	unnamed (+20244)
OGFRL1	unnamed (-204020), unnamed (+289198)
OLA1	unnamed (+215462), unnamed (+221880)
OLFML1	unnamed (-618)
OLFML2B	unnamed (+51993)
OLIG3	unnamed (-203520)
ONECUT1	unnamed (-643204)
OPA1	unnamed (+189374)
OPCML	unnamed (-84125), unnamed (+473913), unnamed (+818065)
OPN3	unnamed (-133055)
OPRK1	unnamed (-207252), unnamed (-45158)
OPTC	unnamed (+5985)
OR10A3	unnamed (+35485), unnamed (+97040)
OR11H1	unnamed (+161322), unnamed (+817144), unnamed (+819109), unnamed (+824672), unnamed (+825587), unnamed (+826563), unnamed (+831660), unnamed (+832830), unnamed (+875146)
OR11H12	unnamed (+531545)
OR11H2	unnamed (+581742)
OR14K1	unnamed (+3321), unnamed (+3774)
OR1C1	unnamed (+18167), unnamed (+18620)
OR1D5	unnamed (+189102)
OR1I1	unnamed (-9030)
OR2S2	unnamed (+44148)
OR2T1	unnamed (-1775)
OR2Y1	unnamed (+69727)
OR4B1	unnamed (-125932)
OR4C46	unnamed (+367611), unnamed (+582753)
OR4F16	unnamed (-159159), unnamed (-101872)
OR4F17	unnamed (+138792)
OR4F29	unnamed (+270232), unnamed (+270712)
OR4F4	unnamed (-57979)
OR4F5	unnamed (-55162), unnamed (+115566), unnamed (+116046)
OR52E6	unnamed (+2740)
OR52K1	unnamed (+1901)
OR52M1	unnamed (-60644)
OR52N2	unnamed (+18843)
OR5AU1	unnamed (-29690)
OR5B17	unnamed (+296)
OR5B2	unnamed (-379)
OR5P3	unnamed (-75383), unnamed (-13828)
OR8U1	unnamed (+201)
ORM2	unnamed (+20003)
OSBPL11	unnamed (-328355), unnamed (-321143)
OSBPL2	unnamed (-248)
OSBPL3	unnamed (+15861)
OSGIN2	unnamed (-97513)
OSMR	unnamed (-207214), unnamed (+122965)
OSTF1	unnamed (+295449)
OTOF	unnamed (+78502)
OTOGL	unnamed (-207990)
OTOS	unnamed (-241158), unnamed (-106697)
OTUD6B	unnamed (+51)
OTUD7A	unnamed (-321973), unnamed (+257210)
OTULIN	unnamed (-457376), unnamed (-260738)
OTX1	unnamed (-322660), unnamed (+168474)
OVOL2	unnamed (+34822)
OXA1L	unnamed (-152159), unnamed (+41108)
OXCT1	unnamed (+343165)
OXER1	unnamed (+70314)
OXGR1	unnamed (-185341), unnamed (-133661), unnamed (-24361)
P2RX4	unnamed (-43497)
P2RX7	unnamed (+33740)
P2RY1	unnamed (+238316)
P2RY2	unnamed (-22890)
P2RY6	unnamed (+4711)
P4HA1	unnamed (+78874)
PABPC4L	unnamed (-443007)
PACSIN2	unnamed (+3914), unnamed (+36333)
PAG1	unnamed (-162536)
PAGE4	unnamed (+24526)
PAK2	unnamed (+53429)
PAK6	unnamed (-9882), unnamed (+2673)
PALLD	unnamed (+306814), unnamed (+314410)
PALM2	unnamed (+335692), unnamed (+344941), unnamed (+351140)
PALM2-AKAP2	unnamed (-256766)
PAMR1	unnamed (-16517)
PAN3	unnamed (-9389)
PANK3	unnamed (-166997)
PAPPA	unnamed (-813321)
PAPSS1	unnamed (+515909)
PAPSS2	unnamed (-67463)
PAQR7	unnamed (-21432)
PARD6B	unnamed (-55354)
PARD6G	unnamed (-15485), unnamed (-10810)
PARK7	unnamed (-64), unnamed (+30208), unnamed (+43587)
PARM1	unnamed (+270671)
PARP10	unnamed (+19686)
PARP14	unnamed (+87450)
PARP16	unnamed (-78585)
PARP4	unnamed (+172031)
PARVA	unnamed (+41050), unnamed (+164018)
PATJ	unnamed (+209755)
PATL2	unnamed (+6197)
PAWR	unnamed (-108607), unnamed (+142999), unnamed (+143663), unnamed (+453425)
PAX1	unnamed (-1393), unnamed (+766377)
PAX3	unnamed (+464850), unnamed (+504405), unnamed (+697303)
PAX4	unnamed (-26393), unnamed (-16984)
PAXIP1	unnamed (+428534), unnamed (+909612)
PBX1	unnamed (-909132), unnamed (-705261), unnamed (-689233)
PCBD1	unnamed (-97168)
PCBP3	unnamed (+154218)
PCDH18	unnamed (+891899)
PCDH20	unnamed (-534159), unnamed (-191142), unnamed (-179839)
PCDH7	unnamed (+589118), unnamed (+760473)
PCED1B	unnamed (-115440), unnamed (-114936)
PCF11	unnamed (-16098)
PCMT1	unnamed (+816)
PCMTD1	unnamed (-377130)
PCMTD2	unnamed (-231), unnamed (+14372), unnamed (+31334)
PCNX1	unnamed (+481655)
PCSK1	unnamed (-204094)
PCSK5	unnamed (-506652), unnamed (+150920)
PCSK6	unnamed (-53001)
PCYT1B	unnamed (+74208)
PDC	unnamed (-183746)
PDE10A	unnamed (+77330)
PDE4D	unnamed (+131303), unnamed (+429850)
PDE4DIP	unnamed (+58445)
PDE6B	unnamed (-70277), unnamed (-61033)
PDE7A	unnamed (+46487)
PDE8B	unnamed (+249168)
PDE9A	unnamed (+9358)
PDGFA	unnamed (-68511)
PDGFB	unnamed (+29942), unnamed (+31839), unnamed (+68500), unnamed (+69795)
PDGFC	unnamed (-41717), unnamed (+432786)
PDIA2	unnamed (+33828)
PDIA4	unnamed (-206)
PDK3	unnamed (+107572)
PDLIM1	unnamed (-65518), unnamed (+17465)
PDLIM2	unnamed (+3470), unnamed (+18649)
PDP1	unnamed (+171620)
PDS5B	unnamed (+166402)
PDSS1	unnamed (-211111)
PDZD8	unnamed (+106400)
PDZRN4	unnamed (-350530)
PEAK1	unnamed (+264055)
PECAM1	unnamed (-52426), unnamed (-31251), unnamed (+88488)
PEG10	unnamed (+1812)
PELO	unnamed (+12139)
PEPD	unnamed (+63361)
PER1	unnamed (-4017)
PERP	unnamed (+183166)
PEX1	unnamed (+50227)
PEX11G	unnamed (+38160)
PEX2	unnamed (-637161)
PFKL	unnamed (-5948)
PFN2	unnamed (-374109)
PGBD5	unnamed (+303600)
PGC	unnamed (+5194)
PGM2	unnamed (-97199)
PGPEP1L	unnamed (+277791)
PGRMC2	unnamed (-505570), unnamed (-95421), unnamed (-65799), unnamed (-34596), unnamed (+824)
PGS1	unnamed (-4605)
PHC1	unnamed (-86567)
PHF12	unnamed (-27)
PHF20	unnamed (+229)
PHGDH	unnamed (+66484)
PHKA2	unnamed (-39094)
PHLDB1	unnamed (+9058)
PHLPP1	unnamed (+372903), unnamed (+388526), unnamed (+503237), unnamed (+539549)
PHYHIPL	unnamed (-319869)
PHYKPL	unnamed (-352823), unnamed (-125355), unnamed (-41674)
PIAS4	unnamed (+28571)
PICALM	unnamed (-407)
PIEZO1	unnamed (+21472)
PIEZO2	unnamed (-99214), unnamed (-79550)
PIGG	unnamed (+56099), unnamed (+65343)
PIGQ	unnamed (-8196)
PIGS	unnamed (+8215)
PIGT	unnamed (+20944)
PIK3C2B	unnamed (+3028)
PIK3C3	unnamed (+82166), unnamed (+563087)
PIK3CB	unnamed (-87001)
PIK3IP1	unnamed (+38315)
PIM1	unnamed (-41874), unnamed (+64108)
PIM3	unnamed (-7852)
PIP5K1A	unnamed (-3159)
PIP5K1B	unnamed (+41488)
PITRM1	unnamed (-495671), unnamed (-451703), unnamed (-451194), unnamed (-327748), unnamed (-238437)
PITX2	unnamed (-11700)
PIWIL4	unnamed (+37371)
PJA1	unnamed (+60390)
PJA2	unnamed (+274291), unnamed (+660975)
PKD1L1	unnamed (+356360)
PKD2	unnamed (+28110)
PKDCC	unnamed (-30651)
PKHD1	unnamed (+885615)
PKIA	unnamed (-878752)
PKP2	unnamed (+3470)
PKP4	unnamed (+1058)
PLA2G12B	unnamed (-63322)
PLA2G1B	unnamed (-29056)
PLA2G4A	unnamed (+521250), unnamed (+813216)
PLA2G6	unnamed (+3581), unnamed (+3886)
PLAC8	unnamed (-93293)
PLAU	unnamed (-4353)
PLB1	unnamed (+82832), unnamed (+100808), unnamed (+187454)
PLCB2	unnamed (+65829)
PLCB3	unnamed (+19844)
PLCD3	unnamed (+2405)
PLCG2	unnamed (-307860), unnamed (-267661), unnamed (-178764)
PLCL2	unnamed (-84374), unnamed (+698837)
PLCXD2	unnamed (-4717)
PLCXD3	unnamed (-16753)
PLD1	unnamed (+169805)
PLD5	unnamed (-300131), unnamed (+519175)
PLEC	unnamed (-15898)
PLEKHA5	unnamed (+17003)
PLEKHA7	unnamed (+151119)
PLEKHF1	unnamed (-50819), unnamed (+6663)
PLEKHF2	unnamed (+91969)
PLEKHG3	unnamed (-59092), unnamed (+53790)
PLEKHG4B	unnamed (-128628), unnamed (-90605), unnamed (-58069)
PLEKHG7	unnamed (-8003)
PLEKHJ1	unnamed (+35395), unnamed (+35801)
PLEKHM3	unnamed (-92081), unnamed (+165329), unnamed (+240418)
PLET1	unnamed (+6137)
PLIN4	unnamed (+5907)
PLK4	unnamed (+31412)
PLLP	unnamed (-8148)
PLPP2	unnamed (+45289)
PLPP7	unnamed (+30538)
PLS1	unnamed (-14610)
PLS3	unnamed (-157828)
PLXNA1	unnamed (-137534)
PLXNA2	unnamed (+59779), unnamed (+136095)
PLXNA4	unnamed (+875394)
PLXNB1	unnamed (-4578)
PLXND1	unnamed (-87679), unnamed (-20002), unnamed (+8650)
PMAIP1	unnamed (-190895)
PMCH	unnamed (-176189)
PMFBP1	unnamed (-825003)
PMP2	unnamed (+146177), unnamed (+146538)
PMP22	unnamed (+524201), unnamed (+928902)
PNMA2	unnamed (-127841)
PNMA3	unnamed (-30335)
PNMA5	unnamed (-34484)
PNPT1	unnamed (-86016)
POC1A	unnamed (-385)
POC1B-GALNT4	unnamed (-122858)
PODXL	unnamed (-145300)
POF1B	unnamed (-119839)
POFUT2	unnamed (-149258), unnamed (+63374)
POLE4	unnamed (+63337)
POLH	unnamed (+36966)
POLN	unnamed (+146070)
POLR3K	unnamed (+33837)
POM121L12	unnamed (+280526)
POMZP3	unnamed (-371693)
POP4	unnamed (+10220)
POR	unnamed (+42130)
POSTN	unnamed (-18633)
POU4F1	unnamed (+627835)
POU5F1B	unnamed (-834116)
POU6F2	unnamed (-43200), unnamed (+282525)
PPA1	unnamed (-67)
PPA2	unnamed (-22723)
PPARD	unnamed (+82821)
PPARGC1A	unnamed (+854051)
PPFIA1	unnamed (-116), unnamed (+100721)
PPIA	unnamed (-31149)
PPIAL4E	unnamed (+269237)
PPIE	unnamed (-18639)
PPIF	unnamed (-189722)
PPM1H	unnamed (+68284)
PPP1CB	unnamed (-172950), unnamed (-154974), unnamed (-68328)
PPP1R12A	unnamed (-66265), unnamed (+135494)
PPP1R12B	unnamed (+276230)
PPP1R13L	unnamed (+29822)
PPP1R14D	unnamed (+2546)
PPP1R15B	unnamed (-75605)
PPP1R2P9	unnamed (-200870)
PPP1R36	unnamed (+95603)
PPP1R3B	unnamed (-317578)
PPP1R3F	unnamed (+76321)
PPP2R2D	unnamed (-966026), unnamed (-724103), unnamed (-49477)
PPP2R3A	unnamed (-68829), unnamed (+105502)
PPP2R5A	unnamed (-65493)
PPP2R5E	unnamed (-98704)
PPP3CA	unnamed (-9661)
PPP3R2	unnamed (+51583)
PPP4R1	unnamed (-29217)
PPP6R2	unnamed (-3884)
PPP6R3	unnamed (-218)
PRAG1	unnamed (-225091), unnamed (-56468), unnamed (-22320)
PRB2	unnamed (-234921)
PRDM1	unnamed (-253975), unnamed (+33407)
PRDM16	unnamed (+45317)
PRDM2	unnamed (+53224), unnamed (+787900)
PRDM9	unnamed (+688544)
PRDX6	unnamed (-218589)
PREP	unnamed (-429261)
PREX1	unnamed (+289078), unnamed (+932926)
PRG4	unnamed (-499928)
PRICKLE1	unnamed (-733492)
PRICKLE2	unnamed (-387789)
PRIM2	unnamed (+57180)
PRIMA1	unnamed (+40584)
PRKACG	unnamed (+218882)
PRKAG2	unnamed (+122688), unnamed (+193110)
PRKAR1B	unnamed (+125302)
PRKAR2A	unnamed (+37958)
PRKCE	unnamed (+513232)
PRKCH	unnamed (+184656)
PRKCQ	unnamed (-314197), unnamed (-185101)
PRKCSH	unnamed (-356), unnamed (+29320)
PRKCZ	unnamed (+71452), unnamed (+73784), unnamed (+83020), unnamed (+85090)
PRKDC	unnamed (+196308)
PRKX	unnamed (-224685)
PRLHR	unnamed (+413987)
PRMT2	unnamed (+64263)
PRMT7	unnamed (+17184)
PROK2	unnamed (-552521)
PROS1	unnamed (+503491)
PROSER2	unnamed (+75089), unnamed (+90153)
PROX1	unnamed (-612758)
PRPF31	unnamed (-5618)
PRPS1L1	unnamed (-148134), unnamed (+36922)
PRPSAP1	unnamed (+91150)
PRR11	unnamed (-203)
PRR5	unnamed (+15508)
PRR5-ARHGAP8	unnamed (-9640)
PRR5L	unnamed (+72157)
PRR9	unnamed (+33081)
PRRC2B	unnamed (-109858)
PRSS38	unnamed (-27595), unnamed (+119319)
PSAPL1	unnamed (-429065), unnamed (-370755)
PSD3	unnamed (-278026)
PSG1	unnamed (-19201), unnamed (+4501), unnamed (+46608)
PSG11	unnamed (-33775)
PSG2	unnamed (-81158), unnamed (+22381)
PSG3	unnamed (+28823), unnamed (+29425)
PSG5	unnamed (+22710)
PSG6	unnamed (+18969)
PSG8	unnamed (-109487), unnamed (-67380)
PSIP1	unnamed (-857145)
PSKH2	unnamed (+326669), unnamed (+408495), unnamed (+415871)
PSMA1	unnamed (+53924)
PSMB1	unnamed (+103285), unnamed (+153205), unnamed (+154184), unnamed (+246917)
PSMB7	unnamed (+105493), unnamed (+117833)
PSMB9	unnamed (-204), unnamed (+7249)
PSMC2	unnamed (+35905), unnamed (+36894)
PSMD12	unnamed (+39222)
PSMD4	unnamed (+186)
PSMD7	unnamed (-355778)
PSME1	unnamed (-1146)
PSMF1	unnamed (-5156)
PSMG1	unnamed (+153375), unnamed (+270066)
PSMG4	unnamed (-11151)
PSPC1	unnamed (+143429)
PSPN	unnamed (+2356)
PSRC1	unnamed (+18657)
PTAR1	unnamed (+16025)
PTBP1	unnamed (-14529)
PTBP3	unnamed (-8809)
PTDSS2	unnamed (+34769)
PTGER3	unnamed (+392354), unnamed (+619562)
PTGER4	unnamed (-93371)
PTGIS	unnamed (-49450)
PTGR2	unnamed (-55628), unnamed (-13468)
PTGS2	unnamed (+35559)
PTH2R	unnamed (+821013)
PTK2B	unnamed (+44970)
PTP4A3	unnamed (+70975), unnamed (+450718), unnamed (+452866)
PTPA	unnamed (+176928), unnamed (+207190)
PTPDC1	unnamed (+23020), unnamed (+81651), unnamed (+127838)
PTPN1	unnamed (-253459), unnamed (-69721), unnamed (-61392), unnamed (+165836)
PTPN14	unnamed (-907), unnamed (+103944), unnamed (+131543)
PTPN2	unnamed (+302), unnamed (+153735)
PTPN20	unnamed (+106934)
PTPN23	unnamed (+13258)
PTPN3	unnamed (-25237)
PTPN4	unnamed (-65412)
PTPRE	unnamed (+142420)
PTPRF	unnamed (-58211), unnamed (-57857), unnamed (-55065)
PTPRJ	unnamed (+110317)
PTPRK	unnamed (+605935)
PTPRM	unnamed (-393840), unnamed (+79486), unnamed (+558430)
PTPRN2	unnamed (-7579), unnamed (+118757), unnamed (+192265), unnamed (+439940)
PTPRU	unnamed (+317797)
PTS	unnamed (+28358)
PUDP	unnamed (-46230), unnamed (+193155)
PUM1	unnamed (-105302)
PUM2	unnamed (+94870)
PUS7L	unnamed (+83356), unnamed (+171908)
PVR	unnamed (-17691)
PWWP2B	unnamed (-32731), unnamed (-32332), unnamed (+51444), unnamed (+78935), unnamed (+117356)
PXDC1	unnamed (-37061), unnamed (-4060)
PXDN	unnamed (-491904), unnamed (-101656), unnamed (+215757)
PXDNL	unnamed (+112780)
PXN	unnamed (+16952), unnamed (+35880), unnamed (+36950)
PXYLP1	unnamed (-150410)
PYROXD2	unnamed (+14606)
QSOX2	unnamed (-48254)
R3HCC1	unnamed (+44965)
RAB11B	unnamed (+489)
RAB11FIP1	unnamed (-16770)
RAB11FIP2	unnamed (-135109)
RAB12	unnamed (-963177), unnamed (-484233)
RAB17	unnamed (-23374), unnamed (+334)
RAB1A	unnamed (-165)
RAB20	unnamed (+75396), unnamed (+75986), unnamed (+113324), unnamed (+142237), unnamed (+214122), unnamed (+227334)
RAB28	unnamed (+735027)
RAB30	unnamed (-69024)
RAB31	unnamed (-64390)
RAB35	unnamed (-349)
RAB37	unnamed (-4207), unnamed (-3519)
RAB3C	unnamed (+880908)
RAB3GAP2	unnamed (-157802)
RAB40B	unnamed (+26444)
RAB6C	unnamed (-788177), unnamed (-219808), unnamed (-21523)
RAB7B	unnamed (+20955)
RAB8A	unnamed (-850)
RABGEF1	unnamed (-27114), unnamed (-15150)
RABL2A	unnamed (-23883), unnamed (+94894)
RABL2B	unnamed (-24510)
RAD18	unnamed (+9)
RAD23B	unnamed (-390437), unnamed (-6015), unnamed (-166), unnamed (+5632)
RAD51AP2	unnamed (+498247), unnamed (+603000)
RAD51B	unnamed (+756929), unnamed (+758142), unnamed (+854007), unnamed (+927676)
RAI14	unnamed (-161808), unnamed (-161392)
RAI2	unnamed (-235240)
RALA	unnamed (+97287)
RALGAPB	unnamed (+91859)
RALY	unnamed (-85159)
RAMP3	unnamed (-24626)
RANBP3	unnamed (+11784)
RANBP3L	unnamed (-140820), unnamed (-116110)
RAP1A	unnamed (-26634)
RAP1GAP	unnamed (+108233)
RAP1GAP2	unnamed (+78067)
RAP2A	unnamed (-95121)
RAP2B	unnamed (-89261)
RAP2C	unnamed (-18237)
RAPGEF1	unnamed (-35253), unnamed (+15538), unnamed (+42254)
RAPGEF2	unnamed (-38437)
RAPGEF4	unnamed (+317652)
RAPGEFL1	unnamed (-8472)
RARG	unnamed (+11184)
RARS	unnamed (-138596), unnamed (-5013)
RASA1	unnamed (-247872), unnamed (-15762)
RASA3	unnamed (+120071)
RASAL2	unnamed (+32851), unnamed (+79047), unnamed (+136988), unnamed (+173753)
RASD2	unnamed (-28867)
RASGEF1B	unnamed (-26422)
RASGEF1C	unnamed (-121072)
RASGRF1	unnamed (+57826), unnamed (+97577)
RASGRF2	unnamed (-18852), unnamed (+247100)
RASGRP1	unnamed (-648786), unnamed (-563584), unnamed (-562568)
RASGRP3	unnamed (-268028)
RASL11B	unnamed (-73253), unnamed (+211139)
RASSF10	unnamed (-322786), unnamed (-322266), unnamed (-144720)
RASSF4	unnamed (-6783)
RASSF8	unnamed (+132140)
RBBP8	unnamed (+5950)
RBFOX3	unnamed (-38222)
RBL2	unnamed (-15209)
RBM15	unnamed (+354)
RBM26	unnamed (-49311), unnamed (+143929), unnamed (+174193)
RBM33	unnamed (-29271)
RBM38	unnamed (+109989)
RBM43	unnamed (+709163)
RBM44	unnamed (-69357)
RBM47	unnamed (+111552)
RBP7	unnamed (-38507)
RBPJ	unnamed (-97707), unnamed (-75345)
RBPMS	unnamed (-99897), unnamed (+6911)
RCOR1	unnamed (-22155), unnamed (-8727)
RCOR2	unnamed (+64937)
RCSD1	unnamed (+7385)
RCVRN	unnamed (-180649)
RDH10	unnamed (+269468)
RDH14	unnamed (+260635), unnamed (+260970)
RDH16	unnamed (-29158)
REEP3	unnamed (-6226)
RELB	unnamed (-60)
RELL1	unnamed (-43058)
RELT	unnamed (-66917)
REN	unnamed (-29064)
RERE	unnamed (+27757)
RESP18	unnamed (-35728)
RFC2	unnamed (-25365)
RFC3	unnamed (+28076), unnamed (+107494)
RFK	unnamed (+352941)
RFLNA	unnamed (+508111)
RFLNB	unnamed (-43098)
RFPL4B	unnamed (+121239), unnamed (+478992), unnamed (+865336)
RFWD2	unnamed (+238060)
RGL1	unnamed (-429)
RGMA	unnamed (-955526), unnamed (-37497)
RGPD3	unnamed (-83403)
RGS10	unnamed (+128686)
RGS12	unnamed (-105397)
RGS18	unnamed (-670629)
RGS3	unnamed (+11615)
RGS4	unnamed (-130594), unnamed (-9362)
RGS6	unnamed (-230256)
RGS9	unnamed (+392750), unnamed (+394190)
RHAG	unnamed (-40014)
RHEB	unnamed (-234513), unnamed (-164091)
RHOB	unnamed (+86195), unnamed (+86600), unnamed (+120596), unnamed (+130937), unnamed (+137511)
RHOBTB2	unnamed (-183)
RHOBTB3	unnamed (-32748), unnamed (-2455)
RHOH	unnamed (+42112), unnamed (+67848), unnamed (+68163)
