name	length	WIBR3_naive_TSC	AN_STB	AN_EVT	AN_naive_TSC	AN_naive	AN_primed_TSC	AN_primed	H9_STB	H9_capacitated_rep1	H9_capacitated_rep2	H9_EVT	H9_naive_TSC	H9_naive	H9_primed_StemPro	H9_primed_TSC	H9_primed
SLC4A8	17980	3	6	3	12	749	155	321	7	338	329	11	2	598	567	1133	361
SLC4A9	3635	8	2	5	12	2	2	3	7	9	1	2	3	0	30	4	36
SLC50A1	2340	2816	5999	7314	4361	846	2848	2270	4841	1513	962	7537	3867	1756	1870	1906	3768
SLC51A	5293	58	15	25	51	23	55	96	9	64	39	46	25	28	112	40	98
SLC51B	940	0	0	0	0	0	10	5	1	3	12	0	0	0	2	8	1
SLC52A1	3934	1828	271	577	1172	312	0	6	243	66	52	668	1757	352	20	0	11
SLC52A2	2926	1058	264	277	574	567	161	376	247	300	261	874	442	550	282	173	240
SLC52A3	3603	701	1035	276	896	1350	0	71	665	287	100	77	958	417	392	0	304
SLC5A10	6451	1	60	39	5	1	0	1	19	0	0	10	11	4	7	0	1
SLC5A11	3415	29	17	348	24	12	1	5	8	10	1	289	23	9	31	2	10
SLC5A12	7544	8	5	7	34	10	19	21	1	54	26	26	19	4	139	353	156
SLC5A1	5310	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0
SLC5A2	4468	1	0	0	0	0	0	3	0	4	3	4	0	2	20	0	30
SLC5A3	11576	1039	331	797	1010	168	1876	432	326	319	341	1556	1195	148	378	968	451
SLC5A4	2030	0	0	0	6	0	1	3	0	0	2	1	0	0	5	3	2
SLC5A4-AS1	876	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	5
SLC5A4P1	612	5	1	3	0	0	0	0	1	0	0	6	1	1	0	0	0
SLC5A5	3652	897	76	792	787	1730	0	49	204	208	82	741	650	2606	164	13	170
SLC5A6	5606	25620	19339	12355	12024	6217	3125	8657	17983	7595	5563	10023	15473	7397	6098	5348	5891
SLC5A7	5168	0	0	0	0	5	0	4	0	4	14	0	1	1	5	0	0
SLC5A8	4178	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	3
SLC5A9	4535	0	0	0	0	4	7	3	0	3	19	0	5	1	4	13	0
SLC6A10P	4479	2	2	4	3	15	0	0	4	2	11	23	9	6	0	0	0
SLC6A11	6700	0	3	140	0	2	1	24	14	23	21	1052	16	10	23	12	29
SLC6A12	5280	10	81	14	156	8	33	9	80	0	9	6	172	1	21	15	8
SLC6A13	4243	2	7	0	9	9	0	0	6	0	3	7	1	1	0	3	1
SLC6A14	4520	1	3	0	0	1	0	0	0	0	0	1	0	2	1	0	0
SLC6A1	4904	0	0	0	0	0	34	3	0	0	4	8	1	0	3	5	8
SLC6A15	8781	184	354	190	269	3	515	1170	803	296	69	334	580	34	1157	709	2197
SLC6A16	3599	2	11	0	9	19	57	5	2	8	4	10	9	15	30	140	20
SLC6A17	6644	0	0	9	0	38	11	0	4	8	40	37	2	21	0	3	3
SLC6A18	2121	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3
SLC6A19	5276	5	996	534	1	169	0	3	307	12	94	1014	22	279	0	0	1
SLC6A1-AS1	584	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SLC6A20	6651	4	2	3	5	10	2	1	14	13	8	13	3	55	10	3	3
SLC6A21P	369	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0
SLC6A2	5463	9	266	1246	15	0	0	10	199	9	11	2736	46	0	26	0	9
SLC6A3	4461	7	453	33	0	64	0	9	701	101	206	175	1	90	46	20	25
SLC6A4	6983	38	1244	1085	60	3	1	6	1309	6	18	1179	62	1	3	8	0
SLC6A5	7114	0	0	0	1	8	0	1	0	8	1	0	0	12	0	30	0
SLC6A6	8254	2749	796	627	1956	2693	160	1054	830	776	766	787	2601	3525	1023	331	1335
SLC6A6P1	1850	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0
SLC6A7	4391	0	0	0	0	0	0	7	1	0	2	3	0	0	0	0	1
SLC6A8	5498	356	120	222	447	1813	128	480	229	606	790	743	387	1653	465	562	253
SLC6A9	5159	278	381	170	424	404	270	419	400	168	229	99	392	163	141	283	278
SLC7A10	3111	8	42	0	22	4	14	8	51	15	10	1	4	1	26	16	16
SLC7A11	9645	1115	234	685	5517	1154	627	915	231	852	750	319	2875	1731	209	84	459
SLC7A11-AS1	6161	8	4	33	39	12	7	4	1	3	10	54	31	27	2	3	1
SLC7A13	2246	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SLC7A14	10459	0	1	5	5	0	231	47	1	32	8	11	1	0	15	4	26
SLC7A15P	1363	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SLC7A1	7692	1485	1274	1814	1100	340	905	1853	1418	1173	1223	3660	1325	315	998	1229	1607
SLC7A2	7905	2956	2705	1663	3079	155	40	163	2968	106	173	2802	2522	822	160	204	204
SLC7A3	2265	17	0	4	148	419	126	7383	0	11726	6663	5	17	311	7868	1152	6238
SLC7A4	2447	282	846	143	662	387	10	53	190	17	14	14	301	1251	56	23	59
SLC7A5	4745	5970	2832	3245	7004	3265	276	2418	3494	2897	4270	4260	7332	3397	807	192	1519
SLC7A5P1	537	4	3	5	6	2	1	4	2	2	0	2	2	1	6	3	2
SLC7A5P2	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A6	7588	2171	88	156	1231	507	183	254	82	179	204	143	1610	529	243	357	348
SLC7A6OS	5229	437	493	265	285	264	284	468	355	398	255	199	271	406	422	481	430
SLC7A7	5131	4291	97	2230	4025	4205	132	140	224	255	911	1130	1265	3733	128	12	289
SLC7A8	5991	30558	8642	5135	21780	1033	6118	7865	6805	4101	4148	2505	27488	3434	4788	408	7709
SLC7A9	2597	6	4	15	15	3	6	4	3	1	5	31	4	3	0	19	4
SLC8A1	21922	36	15	16	20	3	192	20	12	21	7	13	2	1	20	492	57
SLC8A1-AS1	8475	1	0	0	0	0	5	0	0	3	0	4	0	0	3	23	4
SLC8A2	5546	2	9	1	3	31	2	23	3	46	21	1	2	10	22	72	16
SLC8A3	8444	0	0	27	0	0	77	1	0	1	6	83	3	0	3	68	9
SLC8B1	6768	551	1219	366	394	1753	669	301	941	192	229	547	295	2619	393	279	303
SLC9A1	5974	2841	1873	1854	3813	818	331	269	1329	266	326	2831	2409	1094	254	236	187
SLC9A2	5984	14	16	7	45	3	1	0	8	5	9	4	25	3	3	6	5
SLC9A3	2783	0	0	0	1	12	3	0	0	2	8	0	0	19	0	1	0
SLC9A3-AS1	4302	4	8	12	13	40	77	27	5	26	21	17	4	28	23	89	14
SLC9A3P1	1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3P2	2021	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0
SLC9A3P3	2229	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
SLC9A3R1	2315	594	340	298	561	225	570	433	191	392	591	425	531	239	417	161	305
SLC9A3R2	3550	14	5	5	24	199	8	12	3	11	55	8	12	167	24	7	15
SLC9A4	4478	0	0	2	0	0	0	0	2	2	1	1	1	0	0	0	0
SLC9A5	5419	84	87	33	54	17	155	114	38	33	32	23	47	27	178	166	204
SLC9A6	7167	431	166	238	414	313	311	227	176	542	407	251	288	341	313	747	315
SLC9A7	10033	812	23	39	748	60	34	202	58	193	121	65	402	68	213	114	342
SLC9A7P1	3311	0	4	3	0	4	77	37	0	12	5	0	0	1	30	4	19
SLC9A8	6946	553	183	236	375	237	235	160	105	195	153	386	221	245	205	386	147
SLC9A9	4087	0	4	0	0	48	247	20	5	12	29	3	0	18	22	6	24
SLC9A9-AS1	518	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SLC9A9-AS2	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1	2977	4	0	5	4	2	5	4	1	11	5	3	2	9	5	14	9
SLC9B1P1	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P2	1184	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SLC9B1P3	1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9B1P4	1288	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
SLC9B2	5374	8	7	23	10	9	25	20	4	17	25	39	10	10	38	102	41
SLC9C1	4250	3	65	30	2	2	1	8	19	23	8	49	1	2	6	3	8
SLC9C2	4916	0	2	1	0	3	4	0	0	2	1	2	2	1	0	7	1
SLCO1A2	11520	4	11	24	30	152	17	65	5	215	126	2	18	147	212	141	103
SLCO1B1	2229	1	5	1	3	2	1	1	0	23	12	0	4	3	20	15	2
SLCO1B3	3542	21	0	2	0	0	0	0	0	0	0	17	0	0	0	0	0
SLCO1B7	2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLCO1C1	4860	0	0	0	0	2	2	4	0	11	9	0	0	1	1	10	0
SLCO2A1	5283	644	7	6	296	7	0	2	24	70	170	4	77	26	30	8	22
SLCO2B1	10351	8	8	230	8	4	34	0	7	8	63	179	4	5	1	1	3
SLCO3A1	9435	4	9	3	67	81	65	187	5	97	137	0	23	29	148	311	126
SLCO4A1	4051	262	79	12629	470	15	16	357	781	202	174	27257	4186	530	127	84	285
SLCO4A1-AS1	1534	1	0	3	0	0	0	1	0	1	1	34	1	0	0	1	0
SLCO4C1	5334	33	4	0	27	983	34	145	0	213	221	1	4	631	138	118	138
SLCO5A1	9992	8	10	3	0	48	5	48	2	31	5	2	1	8	49	188	60
SLCO6A1	2952	2	0	2	17	0	1	1	0	1	1	0	2	2	13	58	4
SLED1	751	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
SLF1	7185	510	114	414	289	359	773	648	102	891	528	543	316	379	758	968	816
SLF2	9131	886	1112	754	484	831	1874	833	735	901	782	984	444	598	802	1442	656
SLFN11	5982	3	0	0	1	8	17	10	0	8	4	0	0	0	8	467	9
SLFN12	3560	154	20	57	86	24	597	248	5	180	233	106	47	16	105	91	206
SLFN12L	4811	0	0	0	1	3	0	0	0	0	1	0	0	3	0	0	0
SLFN13	9329	3	0	0	2	110	393	390	0	434	291	9	3	108	863	12	1366
SLFN14	2889	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0
SLFN5	10709	0	311	39	28	50	592	163	117	137	167	123	1	43	149	200	209
SLFNL1	4310	26	4	2	20	2	15	9	3	6	8	4	5	13	10	29	7
SLFNL1-AS1	4800	20	9	4	5	8	9	9	7	4	8	4	9	8	7	26	4
SLIRP	2631	7694	1690	2458	4363	13734	3473	10888	1524	13478	7357	3259	4326	12768	10330	4688	9334
SLIT1	9103	6	3	2	4	17	4	6	2	11	1	4	1	4	9	278	7
SLIT1-AS1	689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLIT2	9712	69	1	4	3	143	7740	233	8	70	134	8	0	77	97	763	711
SLIT2-IT1	601	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
SLIT3	14260	2	0	1	0	527	763	6	0	36	55	0	0	168	5	252	22
SLITRK1	5189	1	23	218	21	0	1663	26	1	37	21	11	0	7	32	282	26
SLITRK2	7867	0	0	0	0	101	3	9	2	119	227	0	0	332	4	9919	40
SLITRK3	4892	2	0	0	9	3	433	100	2	46	18	0	0	0	18	578	203
SLITRK4	8914	4	0	0	4	1	712	245	0	271	234	2	0	9	214	1002	354
SLITRK5	21103	1	1	1	0	8	323	19	0	18	17	0	0	2	25	318	128
SLITRK6	4318	1	0	0	2	0	11	44	0	9	25	1	4	0	16	40	9
SLK	7974	1653	965	665	1290	1006	697	333	742	395	342	863	809	1422	399	773	514
SLMAP	14147	714	275	238	509	308	329	332	179	409	291	360	316	339	376	375	286
SLN	906	101	4	92	38	1	0	0	2	1	42	22	15	3	0	0	0
SLPI	596	3	4	0	4	29	0	0	2	7	69	2	1	57	1	0	1
SLTM	8157	3318	2895	3389	2083	2823	1862	5496	2054	4435	3071	4813	2529	2475	4016	4151	3629
SLU7	5082	1460	2044	1767	1177	1791	894	1507	1541	1908	1464	1623	858	1605	1515	1378	1175
SLURP1	537	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SLURP2	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX1A	2464	3	0	0	0	0	0	0	2	2	2	3	1	3	1	0	1
SLX1A-SULT1A3	4611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX1B	2462	1	1	3	2	4	2	1	2	0	1	1	0	2	1	0	0
SLX1B-SULT1A4	4054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX4	8591	214	172	114	121	82	99	132	110	96	102	168	114	75	103	174	125
SLX4IP	6492	1095	727	646	764	1118	1098	1268	525	1582	880	577	475	743	1263	1890	891
SMAD1	6058	2	37	44	33	192	120	348	24	446	371	48	11	245	272	580	380
SMAD1-AS1	481	0	0	0	0	3	0	0	0	0	1	2	0	0	0	3	0
SMAD1-AS2	1090	0	1	1	0	0	0	1	0	2	2	0	1	6	1	6	7
SMAD2	36366	1922	1967	1183	1482	1051	1158	1248	1662	1906	1289	1347	1084	1075	1729	1370	1403
SMAD3	9113	217	263	427	134	100	396	138	329	378	469	3487	100	145	206	1053	176
SMAD4	13123	450	649	409	322	399	395	694	359	656	406	873	310	358	768	883	595
SMAD5	8779	1530	670	792	1231	795	1389	1326	544	1432	1121	865	1069	916	1448	2090	1622
SMAD5-AS1_1	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1	1816	4	0	0	1	1	0	1	0	3	0	2	0	0	0	2	2
SMAD5-AS1_2	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1_3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD5-AS1_4	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD6	8563	5	2	4	5	8	13	7	0	22	42	1	1	0	23	7	8
SMAD7	3692	276	206	83	301	126	57	90	171	268	286	111	271	149	79	3	53
SMAD9	5723	18	9	11	31	23	84	44	9	30	55	29	12	21	67	171	72
SMAD9-IT1	504	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
SMAGP	3558	1767	331	464	2185	211	180	151	380	263	451	420	1352	320	329	187	213
SMAP1	4161	532	205	162	424	278	315	264	123	216	216	197	245	292	283	315	316
SMAP2	3631	374	106	113	277	60	305	57	52	48	87	225	171	85	65	528	55
SMARCA1	4363	703	394	612	814	137	2431	1298	232	1739	953	432	645	172	1283	2063	1659
SMARCA2	18595	3002	334	886	3817	1718	1463	202	309	547	424	2147	3242	2444	274	696	119
SMARCA4	11067	2804	1558	1982	2407	2279	2866	3867	1299	3723	2674	3550	2222	1999	3824	4650	3663
SMARCA5	8385	2153	1052	1306	2280	1469	1032	1964	668	2091	1755	2695	1992	1426	2421	2268	2033
SMARCA5-AS1	945	1	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1
SMARCAD1	6313	954	401	667	832	1675	837	1388	278	1649	1005	706	617	1695	1263	1413	1105
SMARCAL1	5092	745	374	863	579	421	1211	1041	385	884	735	917	417	641	995	1782	1084
SMARCB1	2481	338	191	566	306	1145	354	583	253	421	585	1484	336	571	611	692	489
SMARCC1	7645	2356	766	1953	2278	1642	1396	3890	672	4372	2754	4562	1601	2441	3989	4107	3817
SMARCC2	8555	1751	892	1046	1681	777	2582	1532	782	1078	939	1682	1356	682	1770	4598	1619
SMARCD1	5136	339	81	142	317	308	312	748	75	596	446	405	208	246	742	998	614
SMARCD2	3734	1112	419	1461	1447	487	255	675	435	829	579	2531	1132	685	630	263	690
SMARCD3	5198	5	18	6	6	46	185	33	11	27	24	9	1	22	47	196	73
SMARCE1	11022	1222	471	1012	1056	736	2565	1738	333	1538	999	978	733	793	1661	4622	1686
SMARCE1P1	1186	1	0	1	0	16	0	1	0	0	9	6	0	5	0	3	2
SMARCE1P2	1219	0	0	1	0	19	1	0	1	3	4	3	0	11	0	0	0
SMARCE1P3	1231	1	0	0	2	7	2	0	0	1	1	0	0	0	0	0	1
SMARCE1P4	241	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
SMARCE1P5	1225	3	3	8	5	41	11	9	8	12	23	6	9	20	10	8	17
SMARCE1P6	1216	5	2	2	1	18	3	1	1	4	7	8	4	7	6	10	3
SMARCE1P7	485	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SMC1A	10484	9447	1527	4783	5391	6082	4632	4142	1365	7658	5648	5047	5165	7090	4360	7063	4238
SMC1B	4253	8	6	4	4	19	1	9	9	13	12	6	8	42	8	4	9
SMC2	6468	3396	323	1507	1759	1380	2186	2019	273	2896	1863	2738	2008	2278	2441	3095	2002
SMC2-AS1	7619	17	1	7	12	9	15	7	3	17	7	4	4	9	12	41	18
SMC3	4275	2896	721	2549	3160	1847	2657	5584	648	5427	3242	3243	2539	2212	4957	5881	5000
SMC4	8457	1823	176	855	1227	616	823	954	148	1042	802	1452	1136	726	1187	1134	973
SMC4P1	527	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMC5	6637	1360	618	1212	1099	814	914	705	520	891	566	1995	926	1046	908	1266	757
SMC5-AS1	1818	20	9	9	6	5	39	10	3	12	13	54	2	1	19	39	11
SMC6	9824	1365	416	1037	1106	1418	1016	1908	358	2049	1344	1202	869	1653	1739	1640	2055
SMCHD1	12210	520	226	254	376	167	218	174	181	183	188	580	448	268	284	389	210
SMCO1	1868	2	2	1	0	0	0	2	1	1	4	0	1	4	0	2	0
SMCO2	1978	2	7	4	1	0	0	1	3	0	2	1	1	0	3	0	0
SMCO3	2104	4	0	3	2	2	5	4	2	4	6	6	0	3	3	1	5
SMCO4	1223	5	25	4	0	263	493	614	37	461	308	8	12	322	608	364	734
SMCO4P1	177	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
SMCP	775	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
SMCR2_1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCR2_2	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMCR2	564	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SMCR5	2844	1	2	0	1	1	6	0	2	2	3	0	4	0	0	18	5
SMCR8	8279	567	822	311	545	274	252	274	479	241	273	442	574	296	259	396	174
SMDT1	1731	1941	1457	1218	2045	875	1615	756	1215	562	464	1445	1342	435	984	2490	871
SMG1	25988	1527	658	679	1412	872	369	752	372	1058	820	1719	1031	1161	769	1136	702
SMG1P1	7046	3	4	2	1	5	1	2	0	2	3	1	3	5	4	2	1
SMG1P2	4221	40	16	8	7	11	3	5	10	4	11	13	3	8	13	18	7
SMG1P3	7107	20	13	7	10	5	1	6	6	13	15	25	17	15	14	11	6
SMG1P4	6290	1	3	2	5	4	2	1	0	0	0	0	0	0	0	0	0
SMG1P5	4791	6	2	2	7	13	4	5	5	0	5	12	3	6	4	10	5
SMG1P6	2930	1	1	2	0	3	1	3	0	2	2	3	0	2	3	3	0
SMG1P7	4433	28	50	8	23	57	25	41	45	18	21	36	14	27	18	68	54
SMG5	5304	2865	1670	1149	2327	1468	1453	2385	1836	1656	1642	2882	3353	1662	1372	1948	1774
SMG6	10554	248	108	108	148	133	189	187	95	191	176	274	116	106	186	358	130
SMG6-IT1	374	1	0	0	0	1	0	0	0	4	3	3	0	3	1	4	0
SMG7	8317	3769	1223	1264	2691	693	1659	1671	1505	1983	1545	3124	2958	1243	1457	3410	1661
SMG7-AS1	3383	37	14	6	22	1	1	2	16	7	8	10	21	2	1	12	9
SMG8	3752	511	1046	596	340	442	300	490	818	480	339	604	292	591	384	430	404
SMG9	7927	859	739	458	642	371	797	714	519	621	611	1076	813	550	568	1671	649
SMILR	553	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SMIM10	1536	3	7	5	15	9	100	56	8	31	18	16	9	33	71	9	46
SMIM10L1	4795	607	247	133	346	305	584	586	220	562	493	142	290	240	566	591	411
SMIM10L2A	5230	0	2	1	0	264	5	72	0	158	173	2	0	532	151	89	67
SMIM10L2B	2737	6	3	10	43	5	55	28	6	36	21	9	14	37	64	74	61
SMIM10L2B-AS1	1077	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMIM11A	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM11B	4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM11P1	178	1	0	0	0	2	0	0	0	0	5	1	0	5	0	2	0
SMIM12	8091	2951	1082	1054	1320	1626	1705	1704	865	1881	1515	1158	1323	1895	1702	1972	1798
SMIM12P1	274	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	0
SMIM13	4688	597	350	480	525	108	163	87	265	188	163	714	535	181	88	185	60
SMIM14	6721	905	933	1434	859	680	587	636	529	933	399	906	552	696	1951	668	848
SMIM15	2889	994	698	692	747	567	1227	1036	569	993	689	617	592	743	918	1561	981
SMIM15-AS1	796	1	1	0	0	0	2	1	1	1	0	0	0	0	4	2	4
SMIM17	1076	2	2	0	5	0	2	1	0	0	1	0	0	0	0	7	1
SMIM18	955	8	6	16	35	8	6	12	6	10	6	18	7	7	4	28	16
SMIM19	4056	286	171	198	173	538	485	454	164	454	276	236	167	645	1126	643	748
SMIM1	954	113	27	75	97	32	53	22	46	15	12	128	48	19	76	17	41
SMIM20	1612	1015	622	374	673	493	545	1210	538	886	630	433	466	562	1275	694	1335
SMIM21	4009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM22	1762	4	20	5	7	12	2	3	29	3	4	15	3	37	3	3	0
SMIM23	1647	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM24	1498	2	0	0	2	1	1	7	0	126	16	0	0	3	334	6	121
SMIM25	2451	7	21	14	9	0	0	0	13	0	0	10	12	0	0	0	0
SMIM26	1098	970	974	478	986	647	760	794	835	918	557	582	710	854	1115	899	933
SMIM27	3612	43	55	40	73	38	100	123	46	128	78	52	42	53	144	171	111
SMIM2	824	2	9	3	7	0	1	1	2	0	0	1	4	1	0	0	0
SMIM28	855	0	0	0	0	0	0	0	0	5	3	0	0	3	0	0	0
SMIM29	2229	1256	1023	284	765	524	684	180	1103	365	404	256	560	549	340	428	295
SMIM2-AS1	3009	10	47	25	23	15	22	3	18	6	1	13	9	10	5	10	8
SMIM2-IT1	478	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
SMIM30	1896	966	261	414	734	218	1595	764	294	414	231	392	595	586	1008	912	1051
SMIM31	3190	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM3	2332	123	63	34	77	152	378	1039	152	968	725	36	109	96	1198	219	1076
SMIM4	2482	511	418	202	388	594	634	1014	358	1309	797	243	356	555	1173	609	1121
SMIM5	5117	123	317	90	131	1	1	1	204	2	0	57	139	7	0	0	0
SMIM6	1086	2	275	20	6	0	0	0	58	0	4	17	1	1	11	0	0
SMIM7	6020	2720	1808	1299	1998	1078	1826	1884	1395	1387	1004	1399	1570	1114	1734	3339	1433
SMIM8	8749	660	395	201	707	233	429	344	195	430	243	160	467	363	454	1065	557
SMIM9	1225	3	35	1	4	5	0	0	30	2	0	0	4	10	1	0	0
SMKR1	1035	4	6	2	4	0	1	4	2	7	9	4	4	9	18	27	11
SMLR1	2512	1	0	0	4	0	2	0	0	7	42	3	0	0	0	0	0
SMN1	3097	226	125	125	194	227	89	152	106	319	189	133	156	260	203	186	162
SMN2	3011	2	1	1	0	0	1	1	30	81	53	47	76	90	58	57	57
SMNDC1	5417	1080	1068	821	1100	1070	947	1308	703	1511	1064	755	843	1266	1280	1297	1047
SMO	4311	22	7	8	57	133	649	940	2	502	382	8	48	102	801	1141	668
SMOC1	4369	0	0	0	0	110	5	17	2	1	10	1	0	19	7	1933	10
SMOC2	4032	11	0	1	14	926	31	39	14	11	26	4	45	216	109	4	143
SMOX	2946	1395	124	435	991	811	469	378	144	862	1551	465	381	382	371	694	235
SMPD1	2750	450	239	40	315	305	895	50	228	88	220	158	187	217	59	375	45
SMPD2	2014	118	56	40	57	118	25	50	23	63	78	207	70	91	139	67	99
SMPD3	7166	4	4	2	2	13	0	8	1	17	22	6	4	9	5	48	2
SMPD4	7375	3501	1146	1386	2106	1382	1212	1990	1066	2161	1473	1309	2001	1573	1742	1911	1481
SMPD4P1	3971	1	1	0	0	1	0	0	1	3	2	3	0	0	6	0	2
SMPD4P2	1634	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
SMPD5	1958	0	0	0	0	6	0	11	0	9	2	0	0	0	23	3	13
SMPDL3A	2349	324	787	118	673	1029	105	66	619	47	70	73	357	807	54	75	44
SMPDL3B	2670	1176	406	617	709	27	25	4360	728	1959	963	236	1305	252	4276	2	2370
SMPX	1040	0	0	1	0	1	0	1	0	10	10	1	0	0	8	2	1
SMR3A	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMR3B	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMS	2160	10905	4246	3502	7655	768	2412	4797	4020	8135	5906	2736	6493	879	4998	4303	5740
SMTN	10242	411	64	374	340	338	190	252	50	405	212	1585	193	237	516	223	435
SMTNL1	1649	7	23	17	7	1	1	13	8	23	16	10	1	0	10	19	19
SMTNL2	2470	42	0	6	118	11	3	25	0	29	27	6	40	12	39	17	61
SMU1	7122	4173	2649	2480	4316	2756	3780	4003	1795	3553	2672	1770	3250	3149	3499	5740	3929
SMUG1	6027	2381	1805	1535	1810	502	1146	625	1649	1119	764	1697	1850	1141	1193	2271	1167
SMUG1-AS1	1734	41	1	1	19	0	1	0	0	0	0	2	10	0	0	7	0
SMUG1P1	811	2	0	1	0	2	0	0	0	0	1	4	0	0	0	0	0
SMURF1	6276	603	360	399	516	132	195	224	308	235	230	1070	423	270	275	307	203
SMURF2	6961	685	496	193	476	241	480	406	422	403	423	167	423	255	492	772	463
SMURF2P1	570	1	1	0	1	0	1	1	0	1	2	0	0	2	1	2	2
SMYD1	4600	0	0	0	0	0	0	0	0	3	3	0	0	5	0	0	7
SMYD2	4889	1813	79	604	1157	223	227	53	64	161	283	1047	925	283	37	769	19
SMYD3	5866	873	190	534	999	595	1000	745	222	730	347	548	732	510	1134	2153	1286
SMYD3-IT1	361	8	0	2	4	0	2	2	0	0	1	9	2	3	4	4	3
SMYD4	6777	643	449	452	574	388	532	719	459	638	432	772	595	667	849	901	925
SMYD5	3380	2049	1463	1244	1328	1503	1001	2840	1232	1996	1493	1017	1179	1618	2652	1708	2246
SNAI1	1686	1192	2116	8843	2128	952	2545	422	1569	706	1061	8525	1759	1099	740	133	614
SNAI1P1	777	0	0	0	0	28	1	0	6	221	880	5	1	26	3	2	0
SNAI2	2204	18	0	0	0	135	3323	19	0	23	113	0	0	58	14	24	32
SNAI3	1732	12	1	4	16	5	16	74	0	66	19	2	2	14	79	13	124
SNAI3-AS1	5037	47	21	57	61	9	136	69	22	67	48	30	36	20	66	96	42
SNAP23	5900	2586	2482	2541	3274	3065	1477	1704	1969	2303	1665	2293	2142	3286	1552	922	1648
SNAP23P1	246	4	0	0	0	15	0	3	0	0	4	1	1	4	4	1	1
SNAP25	3357	5	0	0	3	22	761	13	0	36	88	0	0	18	14	2937	26
SNAP25-AS1	5440	2	0	0	0	25	16	0	0	0	6	0	0	17	0	28	0
SNAP29	4953	1228	1062	983	1192	370	519	249	1004	308	242	1530	909	364	253	588	210
SNAP47	6580	2089	1332	1021	1625	1414	1627	1795	1108	1672	1436	1177	1546	1567	1813	2367	2039
SNAP47-AS1	1708	1	0	0	0	3	1	2	0	0	0	2	0	1	2	2	4
