name	Gene	day0	day6	day12	day18
Br_HBZ_2	HBZ	1752.33333333333	2708.5	2365.5	1035
Br_AQP7_3	AQP7	690.666666666667	820	384.5	129
Br_CD3EAP_1	CD3EAP	853.666666666667	636.5	292	210.5
Br_SLCO6A1_4	SLCO6A1	862.666666666667	1744.5	2027.5	807.5
Br_FAM219B_1	FAM219B	2640.33333333333	4220.5	3209.5	1412.5
Br_ACOT8_2	ACOT8	331	588.5	509	199
Br_ZNF410_4	ZNF410	1970.66666666667	1773	937.5	575.5
Br_CRTAM_3	CRTAM	636.333333333333	703	355	175
Br_RPAIN_3	RPAIN	934.333333333333	803	527	283.5
Br_MIPEP_3	MIPEP	733.666666666667	1051	667.5	252.5
Br_CD99_3	CD99	933.333333333333	1281	1115	1379.5
Br_C12orf54_3	C12orf54	728.333333333333	912.5	585.5	145
Br_ST8SIA5_1	ST8SIA5	1557.33333333333	2247.5	1920	1925.5
Br_TOMM20_2	TOMM20	1512.33333333333	1825.5	649	200.5
Br_RAG1_1	RAG1	626	1083	1199	606
Br_STX3_3	STX3	686	1239	1408.5	1028.5
Br_STAMBPL1_4	STAMBPL1	860.333333333333	1438	1195	1065
Br_TESC_2	TESC	422.333333333333	647	617.5	353
Br_AK1_2	AK1	2019.33333333333	2855	2495.5	1387.5
Br_WNT8B_3	WNT8B	2130	2853	2944.5	1706.5
Br_SCN1B_2	SCN1B	516.666666666667	910.5	1207.5	842
Br_DIMT1_3	DIMT1	538.333333333333	449	156	66.5
Br_RBM33_1	RBM33	737.666666666667	777.5	801	1077.5
Br_CENPF_2	CENPF	490.666666666667	572	276.5	166
Br_PP2D1_4	PP2D1	720.666666666667	1207	607	405
Br_GLRX2_3	GLRX2	679	860	934.5	422.5
Br_MRPL34_3	MRPL34	2954.66666666667	2465.5	839	252
Br_ERAP2_1	ERAP2	479.666666666667	792	1010	834
Br_CCR5_4	CCR5	716.333333333333	797.5	509	403
Br_SYNJ2BP-COX16_3	SYNJ2BP-COX16	1494	2886.5	2599.5	1291.5
Br_STRIP1_2	STRIP1	615	467.5	345	108
Br_TMEM91_2	TMEM91	1748.66666666667	2217.5	2628.5	1708.5
Br_NO_CURENT_72_2	NO_CURENT_72	2326.33333333333	5118.5	8071	10261
Br_OR5R1_2	OR5R1	1122	1082.5	974	345.5
Br_PRAMEF27_2	PRAMEF27	2060	4604	5915	4045.5
Br_SULT4A1_4	SULT4A1	1631.33333333333	2207	2073.5	975.5
Br_SERAC1_2	SERAC1	556.333333333333	648	913.5	1285
Br_ANP32E_1	ANP32E	403	546.5	633	343.5
Br_ZNF781_1	ZNF781	1032	1685.5	1866	2301
Br_SPICE1_3	SPICE1	988.666666666667	1317.5	1201	774.5
Br_TMEM270_1	TMEM270	1256.33333333333	1866	2144.5	1330
Br_PPP1R12A_2	PPP1R12A	813.666666666667	714.5	409.5	154
Br_DTYMK_2	DTYMK	1603.33333333333	3050.5	2569	1426.5
Br_GTF2A1_4	GTF2A1	1491	1459	960.5	477
Br_ABHD17C_1	ABHD17C	919.333333333333	1346.5	634.5	276
Br_HSD11B2_2	HSD11B2	1368	2432	3060	3831.5
Br_RNF8_2	RNF8	1776	2803.5	2448.5	1198.5
Br_DEF8_1	DEF8	2200.66666666667	3979.5	4406.5	2770
Br_BAGE2_4	BAGE2	1045.33333333333	922	355.5	25.5
Br_CNGA3_4	CNGA3	477.333333333333	501	547.5	973.5
Br_KRT73_1	KRT73	1431.33333333333	2511.5	1588.5	722
Br_CCR6_2	CCR6	2278.33333333333	3447.5	2165.5	740.5
Br_VPS29_4	VPS29	583.333333333333	457	248.5	95
Br_VPS28_2	VPS28	1339.66666666667	485.5	511.5	242
Br_AKNAD1_2	AKNAD1	2096.33333333333	3004	2423.5	1262
Br_ABCA7_2	ABCA7	882	964	538.5	377
Br_PLAGL2_1	PLAGL2	1110	963	467	131
Br_P2RY4_3	P2RY4	1083.33333333333	2518	2063.5	950.5
Br_MAGEB4_2	MAGEB4	535	572.5	564.5	182
Br_TXNDC9_1	TXNDC9	1303.66666666667	1676	1635	786.5
Br_GRM5_2	GRM5	674.666666666667	1107	605	262.5
Br_NO_CURENT_63_3	NO_CURENT_63	2921	5003	5248	4027.5
Br_LYSMD1_2	LYSMD1	901	1252	1123.5	674.5
Br_LAT2_2	LAT2	894.666666666667	1086	749	330
Br_ATP8B4_1	ATP8B4	1089.33333333333	1312.5	1213	455.5
Br_IQCJ_2	IQCJ	1212	1574.5	1066	1496.5
Br_MIB2_2	MIB2	445.333333333333	514.5	436.5	600.5
Br_NFATC2IP_3	NFATC2IP	1589	2426.5	2556	1164
Br_TXNDC17_1	TXNDC17	926	976	614.5	86.5
Br_HMGN1_1	HMGN1	402.666666666667	382	197.5	132.5
Br_CCDC154_2	CCDC154	1218.66666666667	2101.5	2223.5	1758.5
Br_NOL9_3	NOL9	450	369	184.5	166.5
Br_LIPF_2	LIPF	1036.33333333333	2215.5	4490	3305
Br_GTSCR1_1	GTSCR1	927.666666666667	1818.5	1702.5	990.5
Br_NO_CURENT_121_2	NO_CURENT_121	2334.66666666667	4635.5	5564.5	4209.5
Br_SPATA46_4	SPATA46	1493	1847	1657	1085
Br_RNF157_3	RNF157	930.333333333333	1500.5	649.5	234
Br_AMBP_1	AMBP	1190	1809	1624.5	1177
Br_STX10_1	STX10	698.666666666667	594.5	273	118.5
Br_PI15_3	PI15	1752.33333333333	3071.5	3133.5	1691.5
Br_PPP1R37_4	PPP1R37	1991	2326	2432	3451.5
Br_OR4L1_2	OR4L1	1778.33333333333	3279	3094	2052
Br_DIRC1_4	DIRC1	812	997.5	1055	427
Br_CTPS1_1	CTPS1	1869	3808	2901	2510
Br_ZNF827_1	ZNF827	1195	1537	1373	596
Br_PLA2G4C_1	PLA2G4C	1266	1821.5	2348.5	1252.5
Br_CLN6_1	CLN6	2013	2705	2175.5	1366
Br_MTIF2_4	MTIF2	494.333333333333	372.5	92	73.5
Br_DMXL1_1	DMXL1	837	898.5	271.5	79.5
Br_SUPT4H1_4	SUPT4H1	799	472	130	20.5
Br_RABAC1_3	RABAC1	796	1266.5	1222.5	836.5
Br_PCP4L1_4	PCP4L1	421.333333333333	500	387	123.5
Br_KRT13_4	KRT13	1991.33333333333	3684.5	4122	2689.5
Br_ZNF366_1	ZNF366	547	1015	809	566
Br_GCH1_2	GCH1	381.666666666667	496.5	194	94.5
Br_GLIS2_3	GLIS2	339.666666666667	982.5	794	355.5
Br_SP3_4	SP3	808.333333333333	1175	2170	2726.5
Br_NO_CURENT_69_2	NO_CURENT_69	2941	5993.5	7288.5	5650.5
Br_WNT10A_3	WNT10A	455.333333333333	790.5	477	209.5
Br_UTP11_3	UTP11	742	398	282.5	111.5
Br_ANKRD11_4	ANKRD11	582.666666666667	433.5	215	62
Br_PPP5C_1	PPP5C	945.333333333333	1600	2172	1612
Br_AGMO_2	AGMO	1137.33333333333	1814	1897.5	1225.5
Br_NAT8_2	NAT8	622.666666666667	848	1081.5	505.5
Br_RRNAD1_4	RRNAD1	882	971	713.5	276.5
Br_SLC16A2_3	SLC16A2	671	586.5	506.5	856
Br_GTSE1_4	GTSE1	770.333333333333	1142.5	1035.5	485
Br_SLC22A2_1	SLC22A2	1445	2393.5	1822.5	615
Br_ZNF354A_2	ZNF354A	236.666666666667	257	730.5	1156.5
Br_PRAM1_2	PRAM1	780.333333333333	1739.5	1618	1300
Br_NIPAL2_1	NIPAL2	1771.66666666667	3059.5	2364.5	1377.5
Br_PTTG2_1	PTTG2	619.666666666667	1713	1535.5	1001.5
Br_SLC17A8_1	SLC17A8	1226	1285.5	842.5	402.5
Br_PCDHA13_3	PCDHA13	303	397	270	76
Br_C10orf99_4	C10orf99	1236.33333333333	1693	1609	1516
Br_CYP4F22_3	CYP4F22	835.666666666667	1003	515.5	113.5
Br_GEMIN5_2	GEMIN5	607.666666666667	597	579	237.5
Br_DNAJB7_2	DNAJB7	2364.33333333333	4152	3618	2840.5
Br_FAM114A1_1	FAM114A1	2476.33333333333	4000.5	2997	1775.5
Br_HNRNPA1L2_1	HNRNPA1L2	843.333333333333	1427	1478.5	802
Br_CD300A_2	CD300A	1207.33333333333	1555.5	1903	1070
Br_NT5C1B-RDH14_1	NT5C1B-RDH14	1927	2769.5	2026.5	763.5
Br_KRTAP4-9_4	KRTAP4-9	223.666666666667	304	241	81
Br_ZNF316_2	ZNF316	579	1129	934	388.5
Br_PI4K2B_3	PI4K2B	948	1353.5	1334	1248.5
Br_ORM2_4	ORM2	1407	2281.5	3272.5	2622.5
Br_PXMP4_3	PXMP4	523.333333333333	800	1415.5	799.5
Br_TXNDC8_3	TXNDC8	557	848.5	1127	947
Br_CDAN1_3	CDAN1	2358.33333333333	2400.5	1871	1562
Br_SLC8A3_1	SLC8A3	1171.66666666667	1687	1214	364.5
Br_PROKR2_4	PROKR2	650.333333333333	1789	3543	3879.5
Br_ARHGAP1_3	ARHGAP1	888.666666666667	919	493.5	165.5
Br_ZNF324B_1	ZNF324B	744.666666666667	1281	632	242
Br_KBTBD12_2	KBTBD12	1750.33333333333	3862.5	5061	3812.5
Br_MMP25_1	MMP25	528.666666666667	817.5	442.5	185.5
Br_KIAA0100_4	KIAA0100	430.333333333333	182	44	2
Br_PLA2G4B_1	PLA2G4B	1331.66666666667	2278.5	1423.5	591.5
Br_RCVRN_2	RCVRN	900.666666666667	1142.5	753.5	359.5
Br_HNRNPDL_4	HNRNPDL	1049.66666666667	1536	1377	871
Br_NWD2_3	NWD2	1689.66666666667	3118	3035.5	2130
Br_CTAGE9_4	CTAGE9	514	243	43	0
Br_SAPCD1_1	SAPCD1	2121.66666666667	3161	2953	2319.5
Br_OR4A5_3	OR4A5	1205	1616.5	1773.5	710
Br_HRAS_4	HRAS	1186	1573.5	1346.5	631
Br_RIMS1_3	RIMS1	728.333333333333	1300.5	850.5	361
Br_MCHR1_2	MCHR1	1078	951.5	482.5	96.5
Br_PLXNA4_3	PLXNA4	621	905.5	1265.5	467.5
Br_RIOK3_1	RIOK3	943	1342.5	1234.5	537.5
Br_LANCL1_3	LANCL1	1883.66666666667	3807.5	4878.5	2283
Br_ZFP37_1	ZFP37	1870.33333333333	2998	3620	3285
Br_UNG_2	UNG	297.333333333333	390	371	127
Br_HEXDC_2	HEXDC	2360.33333333333	3828.5	3432.5	1555
Br_OR8G1_4	OR8G1	386.666666666667	1039.5	1025	343
Br_RTKN_4	RTKN	809.333333333333	1118.5	846	447
Br_GATS_1	GATS	108	188	1001	3440
Br_TRIM37_2	TRIM37	1003.66666666667	1181.5	1054.5	634
Br_SPC24_4	SPC24	763	377.5	329.5	50.5
Br_ACP2_2	ACP2	741	802.5	412.5	296
Br_TESMIN_4	TESMIN	628	1183.5	812.5	424.5
Br_BLK_2	BLK	615.666666666667	1198	550.5	94
Br_FCHSD1_2	FCHSD1	1097	1218.5	1086	538
Br_C6orf106_4	C6orf106	729	1183.5	2221	2797
Br_ATP6V0D1_3	ATP6V0D1	18	0	0	0
Br_DKK4_2	DKK4	891.666666666667	1827	2096	1053
Br_TGM6_4	TGM6	2117.66666666667	3366.5	2456.5	1430
Br_DENR_3	DENR	741.666666666667	636	323	163
Br_USP17L27_1	USP17L27	495.666666666667	346	79	14.5
Br_OR4K13_3	OR4K13	657.666666666667	1177	645	200.5
Br_MAGI1_4	MAGI1	1410.33333333333	2329	2123.5	1581
Br_SRP72_3	SRP72	616	737	831.5	501.5
Br_CPS1_1	CPS1	1231	1996	1254.5	1312
Br_CANX_3	CANX	532	843	1068	1640
Br_SCAI_2	SCAI	830.666666666667	1693.5	1658.5	830
Br_CXorf49_2	CXorf49	359	783.5	1119	529
Br_COPE_3	COPE	674.333333333333	404	318	230.5
Br_HGF_4	HGF	921.333333333333	1683.5	1857	1526
Br_USP3_2	USP3	763.333333333333	1240.5	1213.5	359.5
Br_TAS2R20_3	TAS2R20	1668.33333333333	2846	1791.5	894.5
Br_SUDS3_1	SUDS3	661	1234.5	1036.5	756
Br_SPATA2_1	SPATA2	2016.33333333333	2596	2805	1770
Br_NAIF1_2	NAIF1	992	1953.5	1809.5	615
Br_TMPRSS12_1	TMPRSS12	501.333333333333	589	447	209
Br_SLF2_3	SLF2	306.666666666667	283	342	190
Br_GNL2_1	GNL2	814.666666666667	922.5	561.5	281.5
Br_TRH_2	TRH	1925.33333333333	4105	3714	2589
Br_TRAPPC8_2	TRAPPC8	291.666666666667	207.5	96.5	61.5
Br_GPR150_1	GPR150	2134.66666666667	2905	2166.5	1518
Br_MRPL21_3	MRPL21	883.333333333333	820.5	1170	787
Br_UBE2W_1	UBE2W	373	485.5	369	91.5
Br_PODNL1_4	PODNL1	823.666666666667	1148	683	191.5
Br_PIGZ_4	PIGZ	1290	2421.5	1893.5	764
Br_RBM26_3	RBM26	670.333333333333	500	317.5	75
Br_TMEM33_1	TMEM33	853.333333333333	1183.5	1029	559.5
Br_SIN3A_1	SIN3A	533.666666666667	845	442.5	102
Br_CCDC173_1	CCDC173	553.666666666667	769.5	579.5	315
Br_KCTD10_3	KCTD10	1740.33333333333	2265.5	1455.5	620.5
Br_EXOSC4_4	EXOSC4	2605.33333333333	1554.5	743	447.5
Br_TAS2R16_1	TAS2R16	1729	2461.5	3108.5	3161
Br_P2RX4_3	P2RX4	1073.66666666667	2052.5	2184	1231
Br_SOX15_1	SOX15	405	912	584	128
Br_HSD17B11_1	HSD17B11	488.333333333333	436.5	271	163
Br_EPHX3_1	EPHX3	3481	5735.5	5688.5	3189
Br_TOMM40_2	TOMM40	593	617.5	173	39
Br_SNRPD2_3	SNRPD2	1781.66666666667	1108.5	543.5	290
Br_IFT46_3	IFT46	1090	1522.5	1718	938.5
Br_CAPN1_2	CAPN1	349.666666666667	524	273	98
Br_SV2A_1	SV2A	3213.33333333333	7367.5	6388	4199.5
Br_CBLN3_3	CBLN3	502	714.5	956.5	784.5
Br_RHO_2	RHO	658.333333333333	826.5	716.5	453
Br_LIPF_3	LIPF	689.333333333333	1274.5	1397	962.5
Br_STPG3_1	STPG3	1162	1505	966.5	440
Br_CYS1_2	CYS1	2294	2063	1244.5	464.5
Br_MOV10L1_2	MOV10L1	650.333333333333	965	838.5	329.5
Br_CDX1_3	CDX1	589.666666666667	1520	1339.5	912.5
Br_LUC7L_1	LUC7L	1183.66666666667	2255.5	1221.5	708
Br_ADCYAP1R1_4	ADCYAP1R1	1593.66666666667	2280.5	2022	1490
Br_REEP6_1	REEP6	1462	1663	1137	1375
Br_COL6A5_2	COL6A5	1741.33333333333	2534	2845.5	2031
Br_AP3B1_4	AP3B1	1210	2022.5	1762	1334
Br_COA7_3	COA7	1195.66666666667	1286	504	128
Br_FFAR3_2	FFAR3	1290.66666666667	1688	2543.5	3414
Br_JUP_2	JUP	1126	1155.5	717.5	175.5
Br_TCF12_3	TCF12	1312.66666666667	2098.5	1865	1054
Br_GPT_4	GPT	936.333333333333	1375	838	416
Br_TBX19_2	TBX19	1860.66666666667	2854	2681	1537.5
Br_MAD1L1_4	MAD1L1	652.333333333333	1371	1501	647
Br_DCDC1_3	DCDC1	732.333333333333	1276.5	772	182
Br_SALL3_3	SALL3	2049.66666666667	3541	3080.5	1438.5
Br_TFAP2E_2	TFAP2E	960.333333333333	1356.5	1473.5	860
Br_TMEM192_1	TMEM192	857.666666666667	2023	3747.5	3780
Br_CABS1_3	CABS1	1789.66666666667	3157	4270	3073.5
Br_STX6_2	STX6	2247.66666666667	4397.5	4872	3755
Br_USP17L22_1	USP17L22	245.333333333333	356	159.5	69
Br_RIMKLB_4	RIMKLB	1718.66666666667	3103.5	3481.5	2801.5
Br_HSD11B2_1	HSD11B2	1697	2623.5	2847	2651
Br_RELN_2	RELN	2295.33333333333	3691.5	3316	1952.5
Br_CREG1_2	CREG1	998.333333333333	1163.5	1274.5	661
Br_RBP5_2	RBP5	505.333333333333	486.5	344	129.5
Br_RTN1_2	RTN1	483	590	392	102
Br_EBNA1BP2_1	EBNA1BP2	1062.66666666667	385	27	4
Br_SCNN1G_4	SCNN1G	1463	1515	1824.5	2080
Br_NKTR_1	NKTR	1634.66666666667	1794.5	1446.5	738.5
Br_ZNF107_2	ZNF107	752.666666666667	587	494.5	309
Br_CLDND2_2	CLDND2	1778	2311.5	2202	1343
Br_MIOS_1	MIOS	870	1241.5	857.5	259.5
Br_HSPA2_2	HSPA2	1157	1998	2460	2322.5
Br_SKA2_3	SKA2	2332	2173.5	1374.5	823
Br_ZNF618_4	ZNF618	811.666666666667	1205.5	616.5	438
Br_DSG4_3	DSG4	571.666666666667	502	217.5	37
Br_PTGFR_4	PTGFR	1682.66666666667	2974.5	2985.5	1156
Br_CHIA_2	CHIA	1454	2279	1946.5	1381
Br_EBF2_1	EBF2	601	2333.5	4105	6393.5
Br_ALDH4A1_3	ALDH4A1	647	945	1129	574.5
Br_SS18_2	SS18	1430	1859	1533.5	1063
Br_KCNJ15_1	KCNJ15	439	1084	663	267
Br_PLEKHH3_1	PLEKHH3	1444.33333333333	2234.5	3336	3199
Br_RHOG_3	RHOG	412.333333333333	470.5	408	270
Br_CYP2A7_2	CYP2A7	1260.66666666667	1715	1242.5	771
Br_PTPRU_3	PTPRU	1097	1413	1284	514
Br_NRARP_1	NRARP	1139	1956.5	4020	7338
Br_TBX15_3	TBX15	3165.66666666667	4298	3321.5	1890.5
Br_OR1E1_1	OR1E1	1355	2455.5	3475.5	2585.5
Br_KLK11_3	KLK11	682	598.5	319	147
Br_SLC22A8_1	SLC22A8	725.333333333333	961	844.5	399.5
Br_ADHFE1_3	ADHFE1	106.666666666667	353.5	161	20.5
Br_SYNE1_1	SYNE1	1255.66666666667	2029.5	1375	776
Br_TCHHL1_1	TCHHL1	1651.33333333333	2880	2609.5	1900.5
Br_RSPO1_2	RSPO1	1335.66666666667	3717.5	7054.5	10247.5
Br_LRFN4_3	LRFN4	1016.33333333333	1503	1154	627
Br_LNPK_2	LNPK	1728.33333333333	4230	4940	4690
Br_C11orf52_1	C11orf52	2346.33333333333	3370.5	3619	2396
Br_KLF2_1	KLF2	1302	1887	1234.5	1065.5
Br_DRICH1_4	DRICH1	713	954.5	1021.5	1958.5
Br_POGK_3	POGK	505.333333333333	1336	1647.5	1789
Br_CCL24_4	CCL24	1279.33333333333	2075.5	2962.5	2320
Br_SEC24B_4	SEC24B	367.333333333333	460.5	258.5	208.5
Br_CDHR1_4	CDHR1	9.66666666666667	75.5	10.5	0
Br_MAF1_2	MAF1	718	1302.5	1055.5	577
Br_SLC25A46_3	SLC25A46	2181.33333333333	3547.5	3490.5	2248.5
Br_PCK1_4	PCK1	1828.66666666667	3027	3206	3673
Br_SLC27A4_1	SLC27A4	1649.33333333333	2381	1729	664.5
Br_HOXA3_1	HOXA3	1536	3252.5	3400	3350.5
Br_EIF3H_4	EIF3H	635.666666666667	969.5	2258	2504
Br_UFSP1_3	UFSP1	571.333333333333	642.5	437.5	207.5
Br_PDGFA_4	PDGFA	510.333333333333	402	403.5	57
Br_GPR37_1	GPR37	76.6666666666667	93	23.5	0
Br_TNFAIP8L2_1	TNFAIP8L2	560	955	936.5	437
Br_NPR2_3	NPR2	2130.66666666667	2872.5	2847	2738
Br_HDGFL3_2	HDGFL3	824.666666666667	1108	877.5	320.5
Br_PPIB_4	PPIB	545.666666666667	807.5	981	358.5
Br_CA8_1	CA8	640.666666666667	686.5	489.5	200
Br_NO_CURENT_168_1	NO_CURENT_168	1115	3168.5	6439.5	6878.5
Br_CSPG4_4	CSPG4	518	629	732	738.5
Br_GATC_3	GATC	409.666666666667	1005	1019	414.5
Br_C17orf47_4	C17orf47	1251.66666666667	1485	2227	1785
Br_SIGLEC5_3	SIGLEC5	646	832.5	677	631
Br_DLG1_3	DLG1	750.333333333333	1203.5	1068	352.5
Br_CHEK1_1	CHEK1	1080.33333333333	1894.5	1592	1167
Br_GTF2E2_2	GTF2E2	1629.33333333333	1542	1570.5	1332
Br_TRABD2A_4	TRABD2A	652.333333333333	1104	1171	1145
Br_CCNB1IP1_1	CCNB1IP1	1634.33333333333	1431.5	1083	498
Br_TMPRSS15_3	TMPRSS15	549	1060	542	187.5
Br_REG4_2	REG4	1962.33333333333	2188	2775	2795
Br_ITGB5_1	ITGB5	2320	3012.5	2025.5	1576
Br_P3H3_1	P3H3	1675	1778.5	983	589
Br_PSMA5_4	PSMA5	1833	749	330.5	260.5
Br_FES_4	FES	1061.66666666667	1152	1016	1190
Br_ARHGAP25_4	ARHGAP25	982.333333333333	1360	853.5	329
Br_OXR1_4	OXR1	1395	3133.5	2972	1186.5
Br_MSH4_2	MSH4	827	749.5	481	309.5
Br_ZNF324_2	ZNF324	1868.66666666667	2204	1760	750
Br_NOXA1_2	NOXA1	1058.33333333333	1448	1020.5	569
Br_CCNO_1	CCNO	529.333333333333	679	1001	1284.5
Br_PREPL_3	PREPL	1614.33333333333	1737.5	1191	799
Br_CCDC183_2	CCDC183	835.333333333333	1091.5	799.5	559
Br_KRTAP9-8_3	KRTAP9-8	2977.33333333333	5407	5154	2174.5
Br_C3orf20_3	C3orf20	1285.66666666667	2540.5	2569	1532
Br_FBXL6_3	FBXL6	1080	1851.5	1586	716
Br_MDC1_4	MDC1	220	335.5	160	76
Br_DDX19B_4	DDX19B	2016.33333333333	2961	3015.5	2009.5
Br_MBNL3_3	MBNL3	895	1811	1212	1798
Br_AMOT_1	AMOT	773.666666666667	1253	1473.5	654
Br_CORO2B_1	CORO2B	2038.66666666667	2843.5	2593.5	888
Br_UBA6_4	UBA6	658	663.5	211	11.5
Br_PRY_3	PRY	577	1240	1785.5	1615.5
Br_EPHA3_3	EPHA3	385.666666666667	641	555	132
Br_C7orf49_4	C7orf49	1045	1432	1487	1397.5
Br_PRKD2_1	PRKD2	2704.33333333333	3478.5	4799	6316
Br_PLA2G10_2	PLA2G10	1028.33333333333	277	44	47
Br_NBPF11_2	NBPF11	855.333333333333	745	643	391
Br_CNIH1_1	CNIH1	1632	2111	1537.5	863
Br_CST5_1	CST5	1888.33333333333	4696	4831.5	2525
Br_DDX21_2	DDX21	592.666666666667	753	617.5	390
Br_LCE2A_4	LCE2A	586.333333333333	1674	1587	852.5
Br_DCSTAMP_3	DCSTAMP	1542.66666666667	1790	1143	434.5
Br_VTI1B_1	VTI1B	1691.33333333333	3532.5	3115.5	1573
Br_AK3_1	AK3	1451.66666666667	1886	1267.5	681
Br_C8orf87_1	C8orf87	1033.66666666667	1427.5	1058	894
Br_PRB4_4	PRB4	1178.66666666667	1955.5	1182.5	841
Br_AEBP2_2	AEBP2	467.333333333333	512.5	226	110.5
Br_RGPD6_3	RGPD6	312.333333333333	364	342	127
Br_STAT5B_2	STAT5B	1015.66666666667	1831	2868.5	1866
Br_CCDC82_4	CCDC82	751.333333333333	1243.5	1931.5	3735.5
Br_TJP3_2	TJP3	2820	5485	5048.5	2415.5
Br_PPP1R17_1	PPP1R17	619.666666666667	1122.5	1706.5	1374
Br_EREG_4	EREG	1706.66666666667	2383	1378.5	736.5
Br_PLEC_2	PLEC	399.333333333333	517.5	314	92.5
Br_MTFR2_3	MTFR2	1025.66666666667	1496	1810.5	2183.5
Br_RNASE8_4	RNASE8	729.333333333333	949.5	1031.5	500
Br_ZBTB41_1	ZBTB41	576.666666666667	924.5	729.5	489.5
Br_BCAM_1	BCAM	630.333333333333	1088	1316	1201
Br_SOAT2_4	SOAT2	2373.66666666667	2826.5	2436	1094.5
Br_C21orf2_4	C21orf2	2077.33333333333	3440.5	2190	712
Br_CCR1_2	CCR1	712.333333333333	1528.5	1317.5	378
Br_CRYZL1_3	CRYZL1	1231.66666666667	1244	499.5	136.5
Br_CTAG1B_3	CTAG1B	172.666666666667	199.5	93	59
Br_EMG1_2	EMG1	1274	685.5	678.5	789
Br_CCL19_4	CCL19	394	398.5	176.5	248.5
Br_PGLYRP2_1	PGLYRP2	1105.33333333333	1519.5	1858	2111.5
Br_COMMD2_2	COMMD2	886.666666666667	1441.5	923.5	529.5
Br_SNX18_3	SNX18	299.666666666667	263	418.5	530
Br_DEFB131A_2	DEFB131A	880.333333333333	1583	1597.5	1102.5
Br_DPPA4_2	DPPA4	832.666666666667	1483	2209.5	1410.5
Br_UBA7_2	UBA7	730	1164	1296.5	951
Br_HSPB8_1	HSPB8	837.333333333333	1548	1775.5	919
Br_TMEM39B_2	TMEM39B	2277	3271	1934	1120
Br_ELOVL1_3	ELOVL1	1046	1350	936.5	398
Br_RPS27L_2	RPS27L	920.666666666667	1688	959	888.5
Br_ACTR10_4	ACTR10	525.333333333333	481.5	338.5	320
Br_PRKCE_2	PRKCE	2226.66666666667	2971	2554	2551
Br_PCDHB12_1	PCDHB12	310	571.5	421	120
Br_DGKI_3	DGKI	571	966.5	671.5	438
Br_MRPL43_1	MRPL43	313.666666666667	433	326	89.5
Br_C7orf71_1	C7orf71	982.333333333333	2033.5	2263.5	831
Br_CCDC127_3	CCDC127	250.666666666667	291	204.5	0
Br_NBPF20_3	NBPF20	1288.66666666667	165	39.5	2
Br_GTPBP8_1	GTPBP8	1268.66666666667	1909	1828.5	873.5
Br_MTSS1L_4	MTSS1L	1580	2345.5	2204	1877.5
Br_HTR1E_2	HTR1E	1418.66666666667	2908	3133.5	1779
Br_MAP3K13_3	MAP3K13	721	1878	2944.5	1965.5
Br_FAM122B_1	FAM122B	2318	4287.5	3606	2060
Br_HIST2H3D_4	HIST2H3D	382.666666666667	56.5	81	69.5
Br_KIFC2_3	KIFC2	1001.33333333333	1970.5	2946.5	2089.5
Br_SNX2_4	SNX2	954.333333333333	1324	932	581.5
Br_TMC6_3	TMC6	1431.33333333333	2072	2811.5	1977.5
Br_APEH_1	APEH	1725.33333333333	2447	2294	1326.5
Br_HAPLN3_1	HAPLN3	739.333333333333	1234	592	133.5
Br_TMEM38A_2	TMEM38A	1829.66666666667	3156	2226	1184
Br_NDUFB10_3	NDUFB10	1680	1666.5	806.5	300
Br_C21orf62_3	C21orf62	458.333333333333	632.5	520.5	370
Br_MAX_3	MAX	631.666666666667	956.5	664.5	372.5
Br_LTB_3	LTB	722.666666666667	1100	978.5	366
Br_EQTN_1	EQTN	821.333333333333	1386.5	915.5	623.5
Br_BOC_2	BOC	822.666666666667	2159.5	2852	2246.5
Br_COMMD3-BMI1_3	COMMD3-BMI1	728	1124.5	800	748
Br_CALCOCO2_2	CALCOCO2	422.666666666667	1138	1146	918
Br_GOSR2_2	GOSR2	2394	1782.5	1068	484.5
Br_NO_CURENT_191_2	NO_CURENT_191	1215.66666666667	1873	1791	1074
Br_FOPNL_4	FOPNL	1424.33333333333	3121.5	3406.5	2047
Br_NSUN6_3	NSUN6	1997.66666666667	3779.5	3796	1977.5
Br_APOC4_4	APOC4	961	2013	2104	1480
Br_EHF_4	EHF	804.333333333333	1421.5	1671.5	1968
Br_SLC22A24_1	SLC22A24	1812.66666666667	3103.5	2822	1841.5
Br_OR2W1_4	OR2W1	2086.66666666667	4287.5	3538.5	1820
Br_SLC39A8_3	SLC39A8	897.333333333333	895	630	139
Br_PAICS_4	PAICS	498.666666666667	329.5	311	239
Br_SEC11C_1	SEC11C	827	1583	1785	1694
Br_DEFB123_4	DEFB123	1695.33333333333	2093.5	1614.5	1296
Br_HECTD2_3	HECTD2	722.333333333333	1027.5	988.5	630.5
Br_NO_CURENT_115_3	NO_CURENT_115	158.333333333333	155.5	180.5	347
Br_SCARF2_4	SCARF2	651.666666666667	1150	1331	575.5
Br_NKX6-2_1	NKX6-2	759.666666666667	1112	766	276.5
Br_ST18_2	ST18	1079.66666666667	1257.5	701	397
Br_CT47A12_2	CT47A12	1403.66666666667	2139	2592	2137.5
Br_PTX4_3	PTX4	1909.66666666667	2482.5	2059.5	1321
Br_API5_4	API5	2815.33333333333	4488	3876	2482
Br_EHD3_4	EHD3	717	1344.5	1916.5	1672
